study_hours,score
4.370861069626263,40.85716869209835
9.556428757689245,75.99797925242711
7.587945476302646,63.39090066372503
6.387926357773329,48.75277776061063
2.4041677639819286,26.170158684360963
2.403950683025824,27.89899249571601
1.5227525095137953,25.092949700821116
8.795585311974417,70.01428652899997
6.41003510568888,52.4447649311426
7.372653200164409,60.10330127039725
1.185260448662222,21.043029493741777
9.72918866945795,79.0905740151847
8.491983767203795,67.85460575912545
2.9110519961044856,31.917166272071466
2.636424704863906,28.746205582091463
2.650640588680904,31.460419092364997
3.7381801866358395,34.061102024818815
5.72280788469014,49.07666875303767
4.887505167779042,43.03621171505682
3.6210622617823773,30.956890988080286
6.506676052501415,56.43509319870363
2.2554447458683766,26.571279037618304
3.629301836816963,35.42045322764612
4.297256589643226,39.377034727377136
5.104629857953324,41.48629677952202
8.066583652537123,65.20414959946379
2.7970640394252375,28.551304726396353
5.628109945722504,46.98993781239267
6.331731119758382,53.83826070331065
1.4180537144799796,21.13852857180347
6.467903667112945,60.933883373422205
2.5347171131856236,28.26675323079488
1.5854643368675156,21.870901530240904
9.539969835279999,76.55645109966149
9.690688297671034,72.07850443780012
8.27557613304815,67.8494913049894
3.741523922560336,36.371358087745435
1.8790490260574548,30.54306951985804
7.158097238609412,59.52959777592251
4.961372443656412,45.63424913259572
2.0983441136030097,24.58427348610534
5.456592191001432,44.69011122415143
1.3094966900369656,22.59494527380382
9.18388361870904,76.54298442902359
3.3290198344001523,35.67623468193021
6.962700559185838,56.010741549916645
3.8053996848046987,40.84618072644119
5.680612190600297,45.55873214582523
5.920392514089517,53.20331888002744
2.6636900997297435,35.217197575538144
9.726261649881026,75.11222257377513
7.976195410250031,64.13447468294191
9.455490474077703,76.48738741380684
9.053446153848839,71.86369611459327
6.381099809299767,50.01570837189996
9.296868115208051,75.28376573087444
1.7964325184672756,19.388116488092614
2.763845761772307,30.767697624311694
1.4070456001948426,17.091046498662486
3.927972976869379,42.145614053138274
4.498095607205338,39.13690937342866
3.442141285965063,33.12880445313841
8.458637582367365,71.65101472868056
4.210779940242303,35.78286663239425
3.5284105871864266,35.38125391411737
5.884264748424236,55.11128150181694
2.2683180247728636,21.05577646972636
8.219772826786357,68.09231136310142
1.6709557931179373,22.476338934570833
9.881982429404655,81.5193456211645
7.9502029236699165,61.94056833305517
2.7884411338075514,25.55771809740003
1.0496990541124216,18.913718075637643
8.339152856093508,69.26502401235412
7.361716094628554,62.28349121343751
7.561064512368886,63.96679621507313
7.941433120173512,63.54995767647911
1.6664018656068134,22.361574150730704
4.226191556898454,40.46255831818522
2.0428215357261674,22.156696496004066
8.767930832880342,76.97283936359666
6.609683141448022,57.68928075287151
3.9780822236738427,34.27266507410895
1.5720251525742128,22.97383689392098
3.79884089544096,33.66784125740475
3.9266498982407234,39.84780309891242
7.566455605042576,66.44097597232025
6.738017242196918,54.704073740323295
8.98491468318694,75.78453117004155
5.249934326457543,47.9878830660123
2.0763482134447155,27.00061797409648
7.419203085006955,67.62480054301052
7.847065437552077,64.19329371485593
6.051494778125466,50.0992549538058
7.938704619591049,62.90238904826078
5.444160367279517,45.661691716060304
5.704595464437946,49.700863122823314
4.847869165226947,44.958540081038564
1.2287721406968566,19.431477382868053
1.97102284293974,26.278709647686252
